,id,Age,Sex,Weight,wm,vh,etiv,gm
400,451,8.04,0,362,1.973147,0.937373,7.897,2.2482254846195504
401,450,8.08,0,351,1.241284,0.508408,7.433,1.9127601996705568
402,66,8.1,1,375,1.204014,0.552638,8.443,2.0185363290780662
403,153,8.15,0,364,0.517071,0.229027,7.299,1.770858316216932
404,211,8.24,0,399,1.093405,0.520387,8.712,2.136857550973281
405,124,8.27,1,413,0.941735,0.395091,8.212,2.139209526359799
406,123,8.33,1,375,0.804348,0.303432,7.61,1.9153095136064897
407,421,8.54,1,337,1.613525,0.643932,7.804,2.008595161351823
408,203,8.56,0,322,1.220623,0.508426,7.943,1.8094932742706695
409,14,8.56,1,388,0.728269,0.321523,8.065,1.951683202978186
410,419,8.6,0,295,1.109652,0.626192,8.596,1.7123667797798483
411,136,8.62,1,310,0.820056,0.375314,7.533,1.682932945859023
412,420,8.63,1,365,1.002534,0.407901,7.995,1.9749012619830593
413,152,8.66,0,387,0.681099,0.267213,7.957,1.9570910677278603
414,455,8.69,0,308,0.826019,0.458954,8.952,1.592240355272622
415,13,8.72,1,324,0.978363,0.394673,8.409,1.7850458799737612
416,159,8.77,0,342,0.692676,0.275611,7.401,1.754078529123467
417,232,8.95,0,375,0.824254,0.433852,7.546,1.960880437948064
418,198,9.04,0,337,0.758301,0.320245,7.957,1.7750928874823213
419,89,9.13,0,303,0.528177,0.227109,8.165,1.4947647765361736
420,138,9.15,0,308,0.800256,0.368406,8.621,1.6413941700323431
421,117,9.19,1,362,0.793601,0.308662,8.744,1.873439692397936
422,233,9.24,0,397,0.985747,0.45933,7.609,2.05769240416403
423,414,9.26,0,388,1.576175,0.724405,7.422,2.183920574425451
424,126,9.38,0,385,0.523329,0.234135,8.326,1.8735395964357893
425,234,9.39,1,392,0.924854,0.383514,7.775,1.9920394147659115
426,415,9.44,0,292,0.67567,0.377274,7.882,1.495725882277562
427,88,9.52,0,343,0.497125,0.228465,7.5,1.668660840647931
428,418,9.54,0,369,1.033383,0.473486,8.049,1.9959240354951524
429,210,9.54,0,350,1.003536,0.481619,8.804,1.8387938060587985
430,156,9.58,0,327,0.636965,0.268729,8.117,1.66119188906141
431,9,9.59,1,334,1.040825,0.429732,8.293,1.8317333157647209
432,37,9.69,1,339,0.944781,0.381126,7.37,1.768552193378003
433,10,9.72,1,450,1.07987,0.50443,8.984,2.3420217264497984
434,413,9.76,0,306,1.764703,0.952561,8.482,1.98756862146337
435,125,10.01,0,347,1.008366,0.432897,7.916,1.8882721456740776
436,128,10.02,0,319,1.873881,0.849419,7.855,2.0105684131489667
437,11,10.05,0,364,0.80536,0.457956,8.844,1.886758420036443
438,131,10.31,0,373,1.088542,0.422613,7.677,2.0153277116832484
439,229,10.67,1,283,0.807189,0.540201,8.065,1.533361631118933
440,231,10.98,0,466,1.495293,0.521092,6.829,2.5347291433552788
441,449,11.31,0,331,1.198992,0.471779,7.802,1.8169401797230176
442,228,11.42,0,354,0.777567,0.338508,7.74,1.802955154903794
443,235,11.65,1,408,1.376888,0.606239,7.755,2.2147337144185806
444,453,12.73,0,303,1.135696,0.416923,8.0,1.6950957682428591
445,454,12.75,1,347,0.97916,0.470047,8.347,1.904947312938211
